"chain","model","parameter","z"
3,"allmonuments_nozero","intercept[12]",-1.57056923812934
3,"allmonuments_nozero","intercept[13]",-1.56750518910427
3,"allmonuments_nozero","intercept[14]",-1.61243797139592
3,"allmonuments_nozero","intercept[15]",-1.65548679077316
3,"allmonuments_nozero","intercept[16]",-2.46938938790784
3,"allmonuments_nozero","intercept[17]",-1.98163729717217
3,"allmonuments_nozero","intercept[18]",-2.07588911473884
3,"allmonuments_nozero","intercept[19]",-2.32602642358692
3,"allmonuments_nozero","intercept[20]",-2.78405251206304
3,"allmonuments_nozero","intercept[21]",-0.917945929780218
3,"allmonuments_nozero","intercept[22]",-2.42552000009174
3,"allmonuments_nozero","intercept[23]",-1.37712837739177
3,"allmonuments_nozero","intercept[24]",-1.88243428311647
3,"allmonuments_nozero","intercept[25]",-1.04890386556963
3,"allmonuments_nozero","intercept[26]",-2.22768987142759
3,"allmonuments_nozero","intercept[27]",-1.57448918129839
3,"allmonuments_nozero","intercept[28]",-1.89586310423669
3,"allmonuments_nozero","intercept[29]",-2.33601950692843
3,"allmonuments_nozero","intercept[30]",-1.57219234626289
3,"allmonuments_nozero","intercept[31]",-1.70470204017573
3,"allmonuments_nozero","intercept[32]",-1.31055674141742
3,"allmonuments_nozero","intercept[33]",-2.65760794035804
3,"allmonuments_nozero","intercept[34]",-1.76584791495465
3,"allmonuments_nozero","intercept[35]",-2.79657103932063
3,"allmonuments_nozero","intercept[36]",-1.59386286862074
3,"allmonuments_nozero","intercept[37]",-0.394987401175181
3,"allmonuments_nozero","intercept[38]",-1.84530022164658
3,"allmonuments_nozero","intercept[39]",-1.42456968128915
3,"allmonuments_nozero","intercept[40]",-1.15472102137329
3,"allmonuments_nozero","intercept[41]",-1.71129395048176
3,"allmonuments_nozero","intercept[42]",-2.5233520657888
3,"allmonuments_nozero","intercept[43]",-2.42485749280879
3,"allmonuments_nozero","intercept[44]",-0.240013432392691
3,"allmonuments_nozero","intercept[45]",-1.64608059282235
3,"allmonuments_nozero","intercept[46]",-2.24274476169609
3,"allmonuments_nozero","intercept[47]",-2.10241055487837
3,"allmonuments_nozero","intercept[48]",-1.4431559877662
3,"allmonuments_nozero","intercept[49]",-2.56412632625247
3,"allmonuments_nozero","intercept[50]",-2.24517252889923
3,"allmonuments_nozero","intercept[51]",-1.86474884092121
3,"allmonuments_nozero","intercept0",-1.8002785772079
3,"allmonuments_nozero","scaling[1]",1.36263254861046
3,"allmonuments_nozero","scaling[2]",2.92899161570474
3,"allmonuments_nozero","scaling[3]",1.7917550915699
3,"allmonuments_nozero","scaling[4]",2.29858319595354
3,"allmonuments_nozero","scaling[5]",1.80857053985957
3,"allmonuments_nozero","scaling[6]",1.76193437986039
3,"allmonuments_nozero","scaling[7]",1.59819815683657
3,"allmonuments_nozero","scaling[8]",1.20645161590035
3,"allmonuments_nozero","scaling[9]",2.26344580513318
3,"allmonuments_nozero","scaling[10]",1.92452168793283
3,"allmonuments_nozero","scaling[11]",1.61441533827001
3,"allmonuments_nozero","scaling[12]",2.01589644953695
3,"allmonuments_nozero","scaling[13]",1.70388436243463
3,"allmonuments_nozero","scaling[14]",1.98483584218599
